name,summary,age,animal,family,weight,iq
Fred,Big scary cat,37.8,Tiger,Malfoys,46.75,81.7
Fred,Big scary cat,65.8,Tiger,Malfoys,115.49,163.5
Wilbur,Big scary cat,26.8,Superhero,Malfoys,199.58,187.9
Fred,Big scary cat,93.8,Tiger,Malfoys,181.89,24.7
Wilbur,Big scary cat,54.8,Superhero,Malfoys,91.31,113.9
Archibold,Big scary cat,15.8,Tiger,Malfoys,101.47,130.1
Wilbur,Big scary cat,82.8,Superhero,Malfoys,58.03,53.3
Archibold,Big scary cat,43.8,Tiger,Malfoys,166.77,33.8
Wendy,Big scary cat,80.8,Superhero,Malfoys,150.48,65.3
Wendy,Big scary cat,4.8,Superhero,Malfoys,125.19,65.7
Archibold,Big scary cat,71.8,Tiger,Malfoys,87.85,3.3
Wendy,Big scary cat,32.8,Superhero,Malfoys,127.25,103.8
Fred,Big scary cat,69.8,Tiger,Malfoys,179.77,135
Wilbur,Big scary cat,30.8,Superhero,Malfoys,135.29,137.4
Fred,Big scary cat,93.8,Tiger,Malfoys,47.77,36.2
Wilbur,Big scary cat,82.8,Superhero,Malfoys,172.79,178.6
Archibold,Big scary cat,71.8,Tiger,Malfoys,180.55,2.6
Fred,Big scary cat,97.8,Tiger,Malfoys,115.25,28.3
Wilbur,Big scary cat,86.8,Superhero,Malfoys,54.84,186.6
Wendy,Big scary cat,84.8,Superhero,Malfoys,75.09,28
Fred,Big scary cat,45.8,Tiger,Malfoys,111.39,162.2
Wilbur,Big scary cat,6.8,Superhero,Malfoys,87.69,36.6
Archibold,Big scary cat,75.8,Tiger,Malfoys,199.08,84.8
Fred,Big scary cat,73.8,Tiger,Malfoys,78.72,117.3
Wilbur,Big scary cat,34.8,Superhero,Malfoys,157.46,169.2
Wendy,Big scary cat,64.8,Superhero,Malfoys,18.87,79.1
Wilbur,Big scary cat,62.8,Superhero,Malfoys,21.48,36.4
Archibold,Big scary cat,99.8,Tiger,Malfoys,169.68,75
Archibold,Big scary cat,23.8,Tiger,Malfoys,153.17,159.2
Wendy,Big scary cat,60.8,Superhero,Malfoys,8.49,2.4
Archibold,Big scary cat,51.8,Tiger,Malfoys,34.16,3.8
Wendy,Big scary cat,88.8,Superhero,Malfoys,154.12,134.7
Wendy,Big scary cat,12.8,Superhero,Malfoys,10.69,39.4
Fred,Big scary cat,49.8,Tiger,Malfoys,132.74,188.7
Wilbur,Big scary cat,10.8,Superhero,Malfoys,151.77,18.6
Fred,Big scary cat,77.8,Tiger,Malfoys,112.3,175.8
Fred,Big scary cat,1.8,Tiger,Malfoys,109.93,165.9
Wilbur,Big scary cat,38.8,Superhero,Malfoys,70.57,142.7
Wilbur,Big scary cat,66.8,Superhero,Malfoys,27.58,182.6
Archibold,Big scary cat,27.8,Tiger,Malfoys,62.82,178.1
Wilbur,Big scary cat,94.8,Superhero,Malfoys,122.09,194.4
Archibold,Big scary cat,55.8,Tiger,Malfoys,11.61,179.5
Wendy,Big scary cat,16.8,Superhero,Malfoys,31.19,105.4
Archibold,Big scary cat,83.8,Tiger,Malfoys,23.22,177.2
Fred,Big scary cat,81.8,Tiger,Malfoys,74.28,48.4
Wendy,Big scary cat,44.8,Superhero,Malfoys,47.43,106.4
Wilbur,Big scary cat,42.8,Superhero,Malfoys,56.38,185.2
Fred,Big scary cat,5.8,Tiger,Malfoys,113.7,101.9
Archibold,Big scary cat,79.8,Tiger,Malfoys,190.82,28.9
Archibold,Big scary cat,3.8,Tiger,Malfoys,44.64,145
Wendy,Big scary cat,72.8,Superhero,Malfoys,109.74,192.2
Wendy,Big scary cat,40.8,Superhero,Malfoys,164.23,70
Fred,Big scary cat,33.8,Tiger,Malfoys,116.96,197.5
Archibold,Big scary cat,31.8,Tiger,Malfoys,126.9,81
Wilbur,Big scary cat,70.8,Superhero,Malfoys,155.3,25.6
Wendy,Big scary cat,68.8,Superhero,Malfoys,42.92,136.5
Fred,Big scary cat,61.8,Tiger,Malfoys,148.96,28.2
Fred,Big scary cat,29.8,Tiger,Malfoys,5.31,143.6
Wilbur,Big scary cat,98.8,Superhero,Malfoys,77.97,150.6
Wilbur,Big scary cat,22.8,Superhero,Malfoys,198.82,96.9
Wendy,Big scary cat,96.8,Superhero,Malfoys,10.22,28.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,94.18,99.2
Fred,Big scary cat,57.8,Tiger,Malfoys,85.17,199
Wendy,Big scary cat,20.8,Superhero,Malfoys,91.56,160.3
Wilbur,Big scary cat,18.8,Superhero,Malfoys,45.76,197.2
Fred,Big scary cat,85.8,Tiger,Malfoys,29.68,186.2
Wilbur,Big scary cat,46.8,Superhero,Malfoys,110.95,96.1
Archibold,Big scary cat,7.8,Tiger,Malfoys,116.02,120.4
Wilbur,Big scary cat,74.8,Superhero,Malfoys,171.59,200.5
Archibold,Big scary cat,35.8,Tiger,Malfoys,150.96,101.5
Archibold,Big scary cat,63.8,Tiger,Malfoys,109.41,124.8
Wendy,Big scary cat,100.8,Superhero,Malfoys,15.12,90.6
Wendy,Big scary cat,24.8,Superhero,Malfoys,93.58,7.6
Wendy,Big scary cat,52.8,Superhero,Malfoys,151.1,10
Fred,Big scary cat,89.8,Tiger,Malfoys,181.06,100.1
Fred,Big scary cat,13.8,Tiger,Malfoys,24.52,78.9
Wilbur,Big scary cat,50.8,Superhero,Malfoys,110.8,46.1
Fred,Big scary cat,41.8,Tiger,Malfoys,62.39,103.3
Wilbur,Big scary cat,74.8,Superhero,Malfoys,65.37,81.9
Wilbur,Big scary cat,78.8,Superhero,Malfoys,95.71,189.7
Wilbur,Big scary cat,2.8,Superhero,Malfoys,37.84,199.3
Archibold,Big scary cat,39.8,Tiger,Malfoys,53.54,157.1
Archibold,Big scary cat,63.8,Tiger,Malfoys,130.24,94.4
Archibold,Big scary cat,67.8,Tiger,Malfoys,143.08,100.6
Wendy,Big scary cat,100.8,Superhero,Malfoys,18.43,146.3
Wendy,Big scary cat,28.8,Superhero,Malfoys,46.18,177.9
Archibold,Big scary cat,91.8,Tiger,Malfoys,91.65,73.8
Wendy,Big scary cat,52.8,Superhero,Malfoys,142.33,11.5
Wendy,Big scary cat,56.8,Superhero,Malfoys,146.5,144.6
Fred,Big scary cat,89.8,Tiger,Malfoys,145.85,7.6
Fred,Big scary cat,17.8,Tiger,Malfoys,163.59,66.9
Fred,Big scary cat,41.8,Tiger,Malfoys,144.08,59.4
Wilbur,Big scary cat,78.8,Superhero,Malfoys,147.74,79
Archibold,Big scary cat,67.8,Tiger,Malfoys,31.91,103.8
Archibold,Big scary cat,95.8,Tiger,Malfoys,125.26,42
Wendy,Big scary cat,56.8,Superhero,Malfoys,179.75,60.4
Wendy,Big scary cat,84.8,Superhero,Malfoys,75.07,174.6
Fred,Big scary cat,45.8,Tiger,Malfoys,122.19,70.5
Fred,Big scary cat,73.8,Tiger,Malfoys,65.38,153.5
Archibold,Big scary cat,71.8,Tiger,Malfoys,140.68,81.9
Wilbur,Big scary cat,34.8,Superhero,Malfoys,163.13,99.3
Wendy,Big scary cat,32.8,Superhero,Malfoys,23.47,63.3
Fred,Big scary cat,69.8,Tiger,Malfoys,129.52,200.4
Wilbur,Big scary cat,62.8,Superhero,Malfoys,40.77,32.4
Wilbur,Big scary cat,30.8,Superhero,Malfoys,141.58,102.9
Archibold,Big scary cat,99.8,Tiger,Malfoys,66.39,156.2
Archibold,Big scary cat,23.8,Tiger,Malfoys,83.14,77.3
Fred,Big scary cat,97.8,Tiger,Malfoys,97.23,65.4
Fred,Big scary cat,21.8,Tiger,Malfoys,82.45,80
Wendy,Big scary cat,60.8,Superhero,Malfoys,50.54,84.7
Wilbur,Big scary cat,58.8,Superhero,Malfoys,79.47,191
Archibold,Big scary cat,51.8,Tiger,Malfoys,196.99,56
Archibold,Big scary cat,19.8,Tiger,Malfoys,147.55,180.8
Wendy,Big scary cat,88.8,Superhero,Malfoys,197.88,32.8
Wendy,Big scary cat,12.8,Superhero,Malfoys,27.68,149.2
Wilbur,Big scary cat,86.8,Superhero,Malfoys,200.53,13.1
Fred,Big scary cat,49.8,Tiger,Malfoys,91.32,25.7
Archibold,Big scary cat,47.8,Tiger,Malfoys,145.32,13.2
Wendy,Big scary cat,8.8,Superhero,Malfoys,178.46,181.4
Archibold,Big scary cat,75.8,Tiger,Malfoys,152.49,136.3
Wendy,Big scary cat,36.8,Superhero,Malfoys,74.74,36.9
Wendy,Big scary cat,64.8,Superhero,Malfoys,131.76,27.5
Fred,Big scary cat,25.8,Tiger,Malfoys,61.78,64.3
Wendy,Big scary cat,92.8,Superhero,Malfoys,97.66,78.4
Fred,Big scary cat,53.8,Tiger,Malfoys,199.04,163.2
Wilbur,Big scary cat,90.8,Superhero,Malfoys,184.78,174.5
Wilbur,Big scary cat,14.8,Superhero,Malfoys,140.49,152
Fred,Big scary cat,81.8,Tiger,Malfoys,70.5,33.6
Wilbur,Big scary cat,42.8,Superhero,Malfoys,186.96,119
Archibold,Big scary cat,79.8,Tiger,Malfoys,57.28,115.3
Archibold,Big scary cat,3.8,Tiger,Malfoys,119.24,111.7
Wendy,Big scary cat,40.8,Superhero,Malfoys,178.75,99.6
Archibold,Big scary cat,31.8,Tiger,Malfoys,144.03,172
Wendy,Big scary cat,68.8,Superhero,Malfoys,159.88,110
Wilbur,Big scary cat,66.8,Superhero,Malfoys,17.82,138.4
Fred,Big scary cat,29.8,Tiger,Malfoys,94.31,146.1
Archibold,Big scary cat,27.8,Tiger,Malfoys,51.76,39.2
Wendy,Big scary cat,96.8,Superhero,Malfoys,40.43,123.8
Fred,Big scary cat,57.8,Tiger,Malfoys,194.29,35.8
Archibold,Big scary cat,55.8,Tiger,Malfoys,173.56,190.2
Wilbur,Big scary cat,18.8,Superhero,Malfoys,154.9,171.6
Wendy,Big scary cat,16.8,Superhero,Malfoys,179.28,43.7
Fred,Big scary cat,85.8,Tiger,Malfoys,189.64,135.7
Wilbur,Big scary cat,46.8,Superhero,Malfoys,144.45,123.3
Wendy,Big scary cat,44.8,Superhero,Malfoys,160.2,121.7
Archibold,Big scary cat,7.8,Tiger,Malfoys,108.61,24.8
Fred,Big scary cat,5.8,Tiger,Malfoys,140.01,24.6
Fred,Big scary cat,33.8,Tiger,Malfoys,174.86,195.1
Wilbur,Big scary cat,70.8,Superhero,Malfoys,125.92,173.2
Wilbur,Big scary cat,22.8,Superhero,Malfoys,37.63,133.9
Archibold,Big scary cat,59.8,Tiger,Malfoys,187.27,98.2
Wendy,Big scary cat,20.8,Superhero,Malfoys,63.23,13.9
Archibold,Big scary cat,11.8,Tiger,Malfoys,108.88,152.7
Wendy,Big scary cat,48.8,Superhero,Malfoys,66.53,153.8
Fred,Big scary cat,9.8,Tiger,Malfoys,150.5,116
Fred,Big scary cat,37.8,Tiger,Malfoys,78.57,118
Fred,Big scary cat,61.8,Tiger,Malfoys,85.1,11.5
Wilbur,Big scary cat,98.8,Superhero,Malfoys,47.6,96.9
Wilbur,Big scary cat,22.8,Superhero,Malfoys,10.77,23.9
Wilbur,Big scary cat,26.8,Superhero,Malfoys,45.67,115.3
Archibold,Big scary cat,59.8,Tiger,Malfoys,151.37,158.5
Archibold,Big scary cat,87.8,Tiger,Malfoys,92,32.5
Archibold,Big scary cat,11.8,Tiger,Malfoys,126.88,95.4
Archibold,Big scary cat,15.8,Tiger,Malfoys,106.14,120.3
Wendy,Big scary cat,48.8,Superhero,Malfoys,92.98,3.2
Wendy,Big scary cat,76.8,Superhero,Malfoys,167.42,139.8
Wendy,Big scary cat,4.8,Superhero,Malfoys,68.15,118.7
Fred,Big scary cat,37.8,Tiger,Malfoys,177.85,161
Fred,Big scary cat,65.8,Tiger,Malfoys,148.86,111.2
Wilbur,Big scary cat,26.8,Superhero,Malfoys,47.65,156.5
Fred,Big scary cat,93.8,Tiger,Malfoys,128.81,156.4
Wilbur,Big scary cat,54.8,Superhero,Malfoys,63.22,135
Archibold,Big scary cat,15.8,Tiger,Malfoys,174.92,102.7
Wilbur,Big scary cat,82.8,Superhero,Malfoys,85.03,29.6
Archibold,Big scary cat,43.8,Tiger,Malfoys,149.9,24.6
Wendy,Big scary cat,80.8,Superhero,Malfoys,115.03,57.2
Wendy,Big scary cat,4.8,Superhero,Malfoys,4.25,70.7
Archibold,Big scary cat,71.8,Tiger,Malfoys,120.77,35.1
Wendy,Big scary cat,32.8,Superhero,Malfoys,40.07,82.2
Fred,Big scary cat,69.8,Tiger,Malfoys,159.02,10.9
Wilbur,Big scary cat,30.8,Superhero,Malfoys,53.74,166.1
Fred,Big scary cat,97.8,Tiger,Malfoys,27.35,168.8
Fred,Big scary cat,21.8,Tiger,Malfoys,159.41,17
Archibold,Big scary cat,95.8,Tiger,Malfoys,169.58,14.8
Wilbur,Big scary cat,58.8,Superhero,Malfoys,61.96,187.1
Wendy,Big scary cat,56.8,Superhero,Malfoys,155.08,42
Archibold,Big scary cat,19.8,Tiger,Malfoys,116.48,40.2
Fred,Big scary cat,17.8,Tiger,Malfoys,104.59,3.4
Wilbur,Big scary cat,86.8,Superhero,Malfoys,70.45,126.4
Wendy,Big scary cat,84.8,Superhero,Malfoys,115.43,23.3
Archibold,Big scary cat,47.8,Tiger,Malfoys,168.54,109.6
Fred,Big scary cat,45.8,Tiger,Malfoys,89.12,140
Wendy,Big scary cat,8.8,Superhero,Malfoys,173.11,166.1
Wilbur,Big scary cat,6.8,Superhero,Malfoys,138.86,29
Archibold,Big scary cat,75.8,Tiger,Malfoys,72.09,181.9
Fred,Big scary cat,73.8,Tiger,Malfoys,181.62,93.1
Wendy,Big scary cat,36.8,Superhero,Malfoys,9.52,72.2
Wilbur,Big scary cat,34.8,Superhero,Malfoys,82.42,144.2
Wilbur,Big scary cat,62.8,Superhero,Malfoys,176.85,49.4
Archibold,Big scary cat,99.8,Tiger,Malfoys,166.59,172.9
Archibold,Big scary cat,23.8,Tiger,Malfoys,153.37,41.5
Wendy,Big scary cat,60.8,Superhero,Malfoys,80.81,177.5
Archibold,Big scary cat,51.8,Tiger,Malfoys,27.45,182.9
Wendy,Big scary cat,88.8,Superhero,Malfoys,102.41,97.1
Wendy,Big scary cat,12.8,Superhero,Malfoys,121.7,9.1
Fred,Big scary cat,49.8,Tiger,Malfoys,129.45,21.9
Wilbur,Big scary cat,10.8,Superhero,Malfoys,31.38,87.8
Fred,Big scary cat,77.8,Tiger,Malfoys,48.03,129.8
Fred,Big scary cat,1.8,Tiger,Malfoys,23.27,140.9
Wilbur,Big scary cat,38.8,Superhero,Malfoys,144.76,78.1
Wilbur,Big scary cat,66.8,Superhero,Malfoys,22.31,90.9
Archibold,Big scary cat,27.8,Tiger,Malfoys,120.44,111.3
Wilbur,Big scary cat,94.8,Superhero,Malfoys,183.06,81.5
Archibold,Big scary cat,55.8,Tiger,Malfoys,106.21,124.2
Wendy,Big scary cat,16.8,Superhero,Malfoys,160.8,48.7
Wilbur,Big scary cat,14.8,Superhero,Malfoys,97.87,7.4
Archibold,Big scary cat,83.8,Tiger,Malfoys,175.96,89.7
Wendy,Big scary cat,44.8,Superhero,Malfoys,52.66,127.6
Fred,Big scary cat,5.8,Tiger,Malfoys,57.26,38.1
Archibold,Big scary cat,3.8,Tiger,Malfoys,158.6,166.6
Wendy,Big scary cat,72.8,Superhero,Malfoys,78.01,71.1
Wendy,Big scary cat,40.8,Superhero,Malfoys,37.2,42.6
Fred,Big scary cat,33.8,Tiger,Malfoys,160.98,136
Wilbur,Big scary cat,70.8,Superhero,Malfoys,155.57,193.7
Fred,Big scary cat,29.8,Tiger,Malfoys,148.14,140
Wilbur,Big scary cat,18.8,Superhero,Malfoys,139.34,150.3
Archibold,Big scary cat,7.8,Tiger,Malfoys,185.32,181.7
Fred,Big scary cat,85.8,Tiger,Malfoys,43.55,19.2
Wilbur,Big scary cat,46.8,Superhero,Malfoys,172.95,20.3
Archibold,Big scary cat,7.8,Tiger,Malfoys,59.42,6.4
Wilbur,Big scary cat,74.8,Superhero,Malfoys,88.98,104.1
Archibold,Big scary cat,35.8,Tiger,Malfoys,5.04,7.8
Archibold,Big scary cat,63.8,Tiger,Malfoys,173.45,168.8
Wendy,Big scary cat,100.8,Superhero,Malfoys,108.58,47.5
Wendy,Big scary cat,24.8,Superhero,Malfoys,130.36,111.9
Archibold,Big scary cat,91.8,Tiger,Malfoys,142.21,148
Wendy,Big scary cat,52.8,Superhero,Malfoys,142.79,177.1
Fred,Big scary cat,89.8,Tiger,Malfoys,50.31,47
Fred,Big scary cat,13.8,Tiger,Malfoys,28.41,148.4
Wilbur,Big scary cat,50.8,Superhero,Malfoys,35.14,143.4
Fred,Big scary cat,41.8,Tiger,Malfoys,143.96,134.1
Wilbur,Big scary cat,78.8,Superhero,Malfoys,173.19,122.1
Wilbur,Big scary cat,2.8,Superhero,Malfoys,171.4,192.1
Archibold,Big scary cat,39.8,Tiger,Malfoys,51.31,98.3
Archibold,Big scary cat,67.8,Tiger,Malfoys,37.14,114.5
Wendy,Big scary cat,28.8,Superhero,Malfoys,15.3,152.9
Archibold,Big scary cat,95.8,Tiger,Malfoys,36.65,62.8
Wendy,Big scary cat,56.8,Superhero,Malfoys,174.48,27.8
Fred,Big scary cat,17.8,Tiger,Malfoys,83.11,25.1
Wendy,Big scary cat,84.8,Superhero,Malfoys,179.84,84.7
Wilbur,Big scary cat,82.8,Superhero,Malfoys,101.78,75.3
Fred,Big scary cat,45.8,Tiger,Malfoys,101.26,91.8
Archibold,Big scary cat,43.8,Tiger,Malfoys,75.93,52.4
Wilbur,Big scary cat,6.8,Superhero,Malfoys,86.8,42.4
Wendy,Big scary cat,80.8,Superhero,Malfoys,98.73,25.7
Wendy,Big scary cat,4.8,Superhero,Malfoys,79.94,155.1
Fred,Big scary cat,73.8,Tiger,Malfoys,170.7,98.8
Archibold,Big scary cat,71.8,Tiger,Malfoys,63.07,125.2
Wilbur,Big scary cat,34.8,Superhero,Malfoys,154.39,14.8
Wendy,Big scary cat,32.8,Superhero,Malfoys,113.4,101.9
Fred,Big scary cat,69.8,Tiger,Malfoys,139.26,149.2
Wilbur,Big scary cat,62.8,Superhero,Malfoys,85.41,31.4
Wilbur,Big scary cat,30.8,Superhero,Malfoys,20.12,127.7
Archibold,Big scary cat,99.8,Tiger,Malfoys,47.34,21.8
Archibold,Big scary cat,23.8,Tiger,Malfoys,174.44,28.7
Fred,Big scary cat,97.8,Tiger,Malfoys,104.73,184.6
Fred,Big scary cat,21.8,Tiger,Malfoys,56.95,49.5
Wendy,Big scary cat,60.8,Superhero,Malfoys,68.43,121.8
Wilbur,Big scary cat,58.8,Superhero,Malfoys,136.78,31.2
Archibold,Big scary cat,19.8,Tiger,Malfoys,151.9,25.6
Wilbur,Big scary cat,86.8,Superhero,Malfoys,163.44,136
Archibold,Big scary cat,47.8,Tiger,Malfoys,28.61,2
Wendy,Big scary cat,8.8,Superhero,Malfoys,98.45,93.9
Archibold,Big scary cat,75.8,Tiger,Malfoys,103.14,188.3
Wendy,Big scary cat,36.8,Superhero,Malfoys,100.08,197.6
Wendy,Big scary cat,64.8,Superhero,Malfoys,9.6,182.9
Fred,Big scary cat,25.8,Tiger,Malfoys,155.1,13.2
Wendy,Big scary cat,92.8,Superhero,Malfoys,145.53,23
Fred,Big scary cat,53.8,Tiger,Malfoys,173.93,54.7
Wilbur,Big scary cat,90.8,Superhero,Malfoys,185.68,197.7
Wilbur,Big scary cat,14.8,Superhero,Malfoys,100.27,159.1
Fred,Big scary cat,81.8,Tiger,Malfoys,72.33,46.3
Wilbur,Big scary cat,42.8,Superhero,Malfoys,129.61,48.8
Archibold,Big scary cat,79.8,Tiger,Malfoys,164.56,1.4
Archibold,Big scary cat,3.8,Tiger,Malfoys,65.23,34.2
Wendy,Big scary cat,40.8,Superhero,Malfoys,26.98,154.6
Archibold,Big scary cat,31.8,Tiger,Malfoys,4.93,26.3
Wendy,Big scary cat,68.8,Superhero,Malfoys,4.02,131.6
Fred,Big scary cat,29.8,Tiger,Malfoys,115.27,168.7
Wendy,Big scary cat,96.8,Superhero,Malfoys,34.92,116.8
Fred,Big scary cat,57.8,Tiger,Malfoys,157.95,166.6
Wilbur,Big scary cat,18.8,Superhero,Malfoys,132.74,82.3
Wendy,Big scary cat,72.8,Superhero,Malfoys,185.58,58.6
Fred,Big scary cat,33.8,Tiger,Malfoys,4.83,12
Wilbur,Big scary cat,70.8,Superhero,Malfoys,137.43,3.4
Fred,Big scary cat,61.8,Tiger,Malfoys,82.33,134.5
Wilbur,Big scary cat,98.8,Superhero,Malfoys,21.87,33.2
Wilbur,Big scary cat,22.8,Superhero,Malfoys,61.45,126.1
Archibold,Big scary cat,91.8,Tiger,Malfoys,13.04,100.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,168.51,56.8
Wendy,Big scary cat,20.8,Superhero,Malfoys,155.92,11.9
Archibold,Big scary cat,87.8,Tiger,Malfoys,104.88,1.6
Archibold,Big scary cat,11.8,Tiger,Malfoys,75.57,197.7
Wendy,Big scary cat,48.8,Superhero,Malfoys,89.12,86.9
Fred,Big scary cat,9.8,Tiger,Malfoys,68.13,23.7
Wendy,Big scary cat,76.8,Superhero,Malfoys,13.78,137.9
Fred,Big scary cat,37.8,Tiger,Malfoys,106.96,157.5
Fred,Big scary cat,65.8,Tiger,Malfoys,90.08,193.8
Wilbur,Big scary cat,26.8,Superhero,Malfoys,155.38,12.7
Fred,Big scary cat,93.8,Tiger,Malfoys,110.26,67.3
Wilbur,Big scary cat,54.8,Superhero,Malfoys,62.71,124.6
Archibold,Big scary cat,15.8,Tiger,Malfoys,1.7,74.8
Wilbur,Big scary cat,82.8,Superhero,Malfoys,97.07,178.5
Archibold,Big scary cat,43.8,Tiger,Malfoys,21.39,80.8
Wendy,Big scary cat,80.8,Superhero,Malfoys,94.72,73
Wendy,Big scary cat,4.8,Superhero,Malfoys,100.27,140.9
Archibold,Big scary cat,71.8,Tiger,Malfoys,156.13,13.6
Wendy,Big scary cat,32.8,Superhero,Malfoys,189.69,154.9
Fred,Big scary cat,69.8,Tiger,Malfoys,146.62,29.4
Archibold,Big scary cat,67.8,Tiger,Malfoys,168.42,83.2
Wilbur,Big scary cat,30.8,Superhero,Malfoys,134.99,164.5
Wendy,Big scary cat,28.8,Superhero,Malfoys,70.74,170.7
Fred,Big scary cat,97.8,Tiger,Malfoys,71.52,135.1
Fred,Big scary cat,21.8,Tiger,Malfoys,51.85,68.5
Archibold,Big scary cat,95.8,Tiger,Malfoys,174.71,73.7
Wilbur,Big scary cat,58.8,Superhero,Malfoys,146.26,33.6
Wendy,Big scary cat,56.8,Superhero,Malfoys,163.27,199
Archibold,Big scary cat,19.8,Tiger,Malfoys,157.02,48.4
Fred,Big scary cat,17.8,Tiger,Malfoys,47.43,88.9
Wilbur,Big scary cat,86.8,Superhero,Malfoys,107.92,139.5
Wendy,Big scary cat,84.8,Superhero,Malfoys,52.02,142.8
Archibold,Big scary cat,47.8,Tiger,Malfoys,35.92,99.8
Fred,Big scary cat,45.8,Tiger,Malfoys,109.72,12
Wendy,Big scary cat,8.8,Superhero,Malfoys,14.39,160.5
Wilbur,Big scary cat,6.8,Superhero,Malfoys,194.5,26.1
Fred,Big scary cat,73.8,Tiger,Malfoys,80.88,161.6
Wilbur,Big scary cat,34.8,Superhero,Malfoys,138.15,18.7
Wilbur,Big scary cat,62.8,Superhero,Malfoys,140.98,90.7
Archibold,Big scary cat,99.8,Tiger,Malfoys,14.09,116.3
Archibold,Big scary cat,23.8,Tiger,Malfoys,97.32,29.9
Wendy,Big scary cat,60.8,Superhero,Malfoys,142.02,20.2
Archibold,Big scary cat,51.8,Tiger,Malfoys,168.52,126.6
Wendy,Big scary cat,88.8,Superhero,Malfoys,34.07,113.7
Wendy,Big scary cat,12.8,Superhero,Malfoys,5.19,164.2
Fred,Big scary cat,49.8,Tiger,Malfoys,172.53,37.5
Wilbur,Big scary cat,10.8,Superhero,Malfoys,72.58,165.7
Fred,Big scary cat,77.8,Tiger,Malfoys,44.09,8.6
Fred,Big scary cat,1.8,Tiger,Malfoys,98.92,59
Wilbur,Big scary cat,38.8,Superhero,Malfoys,38.09,155.2
Wilbur,Big scary cat,66.8,Superhero,Malfoys,143.29,33.5
Archibold,Big scary cat,27.8,Tiger,Malfoys,65.29,90.3
Wilbur,Big scary cat,94.8,Superhero,Malfoys,108.05,69
Archibold,Big scary cat,55.8,Tiger,Malfoys,13.32,87.1
Wendy,Big scary cat,16.8,Superhero,Malfoys,22.65,149.1
Archibold,Big scary cat,83.8,Tiger,Malfoys,51.23,82.5
Wendy,Big scary cat,44.8,Superhero,Malfoys,12.79,82.4
Fred,Big scary cat,5.8,Tiger,Malfoys,33.33,111.4
Wilbur,Big scary cat,94.8,Superhero,Malfoys,189.66,1.3
Archibold,Big scary cat,83.8,Tiger,Malfoys,178.42,128.5
Wendy,Big scary cat,72.8,Superhero,Malfoys,140.07,168.1
Fred,Big scary cat,61.8,Tiger,Malfoys,191.13,4.4
Wilbur,Big scary cat,98.8,Superhero,Malfoys,46.21,102.7
Wendy,Big scary cat,96.8,Superhero,Malfoys,153.51,170.3
Fred,Big scary cat,57.8,Tiger,Malfoys,195.98,115.9
Wilbur,Big scary cat,18.8,Superhero,Malfoys,109.17,119.4
Archibold,Big scary cat,87.8,Tiger,Malfoys,98.79,93.6
Fred,Big scary cat,85.8,Tiger,Malfoys,52.49,100.9
Wilbur,Big scary cat,46.8,Superhero,Malfoys,72.7,64.9
Archibold,Big scary cat,7.8,Tiger,Malfoys,184.14,121.2
Wendy,Big scary cat,76.8,Superhero,Malfoys,49.94,168.1
Wilbur,Big scary cat,74.8,Superhero,Malfoys,175.71,53.6
Archibold,Big scary cat,35.8,Tiger,Malfoys,154.16,12
Archibold,Big scary cat,63.8,Tiger,Malfoys,64.52,76.3
Wendy,Big scary cat,100.8,Superhero,Malfoys,124.09,184
Wendy,Big scary cat,24.8,Superhero,Malfoys,142.26,107.5
Archibold,Big scary cat,91.8,Tiger,Malfoys,98.02,8.6
Wendy,Big scary cat,52.8,Superhero,Malfoys,54.05,33.7
Fred,Big scary cat,89.8,Tiger,Malfoys,172.74,176.2
Fred,Big scary cat,13.8,Tiger,Malfoys,194.64,101.4
Wilbur,Big scary cat,50.8,Superhero,Malfoys,17.95,43.7
Fred,Big scary cat,41.8,Tiger,Malfoys,192.26,87.5
Wilbur,Big scary cat,78.8,Superhero,Malfoys,169.95,144.5
Wilbur,Big scary cat,2.8,Superhero,Malfoys,135.19,75.2
Archibold,Big scary cat,39.8,Tiger,Malfoys,136.63,119.7
Archibold,Big scary cat,67.8,Tiger,Malfoys,169.9,177.4
Wendy,Big scary cat,28.8,Superhero,Malfoys,150.5,118
Archibold,Big scary cat,95.8,Tiger,Malfoys,152.45,92.3
Fred,Big scary cat,93.8,Tiger,Malfoys,168.51,39.8
Wendy,Big scary cat,56.8,Superhero,Malfoys,147.18,7.3
Wilbur,Big scary cat,54.8,Superhero,Malfoys,108.48,69.9
Fred,Big scary cat,17.8,Tiger,Malfoys,189.49,142.7
Archibold,Big scary cat,15.8,Tiger,Malfoys,199.82,48.6
Wendy,Big scary cat,84.8,Superhero,Malfoys,90.35,64.3
Wilbur,Big scary cat,82.8,Superhero,Malfoys,179.36,26.8
Fred,Big scary cat,45.8,Tiger,Malfoys,88.34,43.1
Archibold,Big scary cat,43.8,Tiger,Malfoys,21.73,38
Wilbur,Big scary cat,6.8,Superhero,Malfoys,133.81,17.9
Wendy,Big scary cat,80.8,Superhero,Malfoys,50.92,32.7
Wendy,Big scary cat,4.8,Superhero,Malfoys,179.18,72.4
Fred,Big scary cat,73.8,Tiger,Malfoys,192.3,186.8
Archibold,Big scary cat,71.8,Tiger,Malfoys,86.23,2.2
